char,voice,text
shi,fem_shi_00619,ひよりんに返すだけの金額を君が用意できなければ蓮托生として私が彼女に返済する。その分の借りに作りたくなければ頑張って稼いでくれ、旦那様
shi,fem_shi_00620,とはいえ私の側にも、君を侮ってあれこれ負荷をかけた罪の意識がある。その借りは、君を育てることで償わせてもらう
shi,fem_shi_00621,こちらとて何度も言うが、私にとって重要なのは君の意思だ。それでも歯を食いしばり何かを変えようとしていたか、部屋でただポテチを貪っていたかだ
shi,fem_shi_00622,君の話を聞いた当初は、調べればすぐにわかることを和泉先生とあのマネージャーが偽る筈もないし、妹に甘えて無為な日々を過ごす怠惰な人間だと信じこんだ
shi,fem_shi_00623,そもそもあの二人にしてみれば、君を会長に仕立てあげたいのなら、私に対して君を持ちあげてみせた方が都合はいいわけで、その評価を疑う理由がなかった
shi,fem_shi_00624,だから目標とやり甲斐を与えた途端に君が成長し始めたのは、和泉先生にとって嬉しい誤算だったのだろうこまでやる気を出すとは想像しなかった筈だ
shi,fem_shi_00625,彼女も罪の意識を抱えていたからな。君を利用してしまったと、自嘲気味に何度か弱音を漏らしていたよ
shi,fem_shi_00626,その利用した筈の君が、自らやり甲斐を見つけ、成長までしてみせたのは、彼女にとって救いであり、家族としても無上の喜びだっただろう
shi,fem_shi_00627,そんな和泉先生を見ていれば、共犯者の私に罪の意識が芽生えるのは自然というもの。君を蔑ろにしていた頃ならともかく、好感を抱いた後ではな
shi,fem_shi_00628,人格を見下したり、負荷をかけたりといった行いにも罪の意識はあるが、私の一番の罪は、君をひよりんの付属品としてしか見ていなかった点だよ
shi,fem_shi_00629,なんだ？　私が贖罪のために付きあっていると不安にでもなったのか？
shi,fem_shi_00630,なるほど、事故の件で償いはしたい。どんな後遺症が残るかわからないのだから、一生かけて君の世話をする覚悟でいるし、恋人としても尽くしたい
shi,fem_shi_00631,けれど君と付きあう前から贖罪の意識を抱えていたかと言えば、全くなかったと言える。考えてもみろ、私と君が付きあったのは、事故が起こる前だろう？
shi,fem_shi_00632,君を侮ったり、ひよりんの添え物として見ていた申し訳なさはあるが……それを理由に一生を尽くそうとまでは考えない
shi,fem_shi_00633,いや逆に、学園への罪の意識は未だにないんだが徒会を放り投げた件で申し訳なさを覚えているのは、君や君の役員に対してだけだ
shi,fem_shi_00634,それでも君が危惧したような、償いのために君と付きあおうなどという考えはないな。私と付きあっても君にメリットないからな。罪滅ぼしとして成立しない
shi,fem_shi_00635,君が最初から私と付きあいたいと望んでいたのであればともかく……ああ、私の身体には興味津々だったようだから、膝の上へ乗せたりはしたが
shi,fem_shi_00636,私もドキドキした。自らの意思で男性に身体を触れさせるのは初めてだったからな
shi,fem_shi_00637,まあ、華道部の応援やボランティアの件で感心はしていたからな。君に対しての嫌悪感はなく、どころか好意的な目で見始めていた
shi,fem_shi_00638,どうして中々骨のある男だと思っていたら、今度は私個人の事情で世話になった。その上で、私が引っかかっていた部分への説明がひよりんからあった
shi,fem_shi_00639,それからの２日間が大変だった。先ほど罪滅ぼしで付きあったわけではないと言ったが、愛情を抱くまでの過程には罪の意識が関わっている
shi,fem_shi_00640,罪悪感を胸に潜めつつ君と接するのは、なかなかこたえるものがあった。なんだろうな、理屈じゃあなく、たまらない愛しさを覚えたんだよ
shi,fem_shi_00641,君が私に害意を抱いていれば、話はまた別だろうが……害意どころか、君は私と私の恩人のためにあれこれ働いてくれるしな
shi,fem_shi_00642,謝罪しようにも謝れない相手が、すぐ間近で私のために大量の汗を流しつつ、先輩先輩と慕ってくるんだ。それは可愛くも想えるだろう
shi,fem_shi_00643,ひよりんの説明を受けてからの残りの２日間、労働時間にして２０時間弱、健気な後輩の姿を見せつけられ続けるんだ。抱きしめて、悪かったと言いたくもなる
shi,fem_shi_00644,君が私の恋情の出処に不安を抱くのも無理はない。私のそれは、君に見せられない水面下で育まれていたんだからな
shi,fem_shi_00645,私が謝罪して君が全てを知るまでの間、君との会話、君との旅行、君と過ごしている時間の全てに、秘密を明かせないという切なさが伴った
shi,fem_shi_00646,私も体験して初めて知ったんだが、切なさというものは楽しさや愛しさを倍増させるんだ。しかも係数である切なさは日を重ねる毎に累乗で増していく
shi,fem_shi_00647,ライトノベル風に言えば、私は魅了の魔法をかけられ、愛しさ３０００倍の状態で君と接していたようなものだ
shi,fem_shi_00648,君にねちねちと嫌がらせをしたのは私だから、自業自得ではあるんだが……見方を変えれば、それで良い恋ができているのだから、結果としては良かったのかな
shi,fem_shi_00649,しかし恋の熱に浮かされていたのは私一人で、君からすればたまったものではないだろう。辛辣だった相手がある日を境に顔を赤らめてすり寄ってくるのだから
shi,fem_shi_00650,この先、謝罪が必要ならいつでも言ってくれ。すまなかった
shi,fem_shi_00651,あれはしばらくいい
shi,fem_shi_00652,魅了の魔法はきっかけではなくブーストだからな。１を１０に育てるのはさほど難しくもないが、いつだって難儀するのは０から１を生みだす事だ
shi,fem_shi_00653,みかんカフェのアルバイトを終えたあともあのまま良い関係を続けていれば、ブーストなしでもいずれ私は君を好きになっていたんじゃないか
shi,fem_shi_00654,私は他に男っ気もないしなあ……君の周りには素敵な女性がごまんといるが。常磐さんだったりな
shi,fem_shi_00655,罪の意識を抱えつつ愛しさを募らせる苦しみについては、ひよりんともよく話すんだ。私はそれで彼女がいっそう好きになった
shi,fem_shi_00656,自分が仕事をしているために家のことは君に任せきりで、申し訳なく思っている部分はあるんじゃないか
shi,fem_shi_00657,君に謝罪してようやく罪の意識が消え、これからは堂々と好意を示そう……と喜んでいたら、対等な付きあいが始まった矢先に君が事故が起こした
shi,fem_shi_00658,胸が苦しくなるから謝るのはやめてくれ。私が言いたかったのは、君の事故で、私は消えることのない罪の意識を抱いた
shi,fem_shi_00659,つまり、今後は常に魅了３０００倍の状態だという話だ。気持ちを隠さなくていい分、以前よりも気が楽だ
shi,fem_shi_00660,それなら私たちは一般的な恋愛の３０００倍の強度で相思相愛なわけだ。そうとわかれば、君も不安が消えただろう
shi,fem_shi_00661,さて、いい加減君の家へ向かわなければ、ひよりんが先に帰ってきてしまう。私は彼女に寂しい思いをさせたくない
shi,fem_shi_00662,今、ひよりんの悲しむ顔を想像して、愛しさと切なさを同時に覚えただろう。それが魅了３０００倍というやつだ
shi,fem_shi_00663,はっ、しまった。ひよりんが節制している時期だった場合、どうしたものか
shi,fem_shi_00664,ひよりんに食べさせる役目は私に譲ってもらいたい
shi,fem_shi_00665,何を凝視している
shi,fem_shi_00666,これから帰るというのに、よくも人をその気にさせてくれる。今夜、また一人で身悶えることになりそうだ
shi,fem_shi_00667,君もその気を起こして辛い夜を過ごすといい。明日までおあずけだ
shi,fem_shi_00668,大丈夫だ。私もその気になっている。明日は生徒会の業務を全速力で終わらせるぞ
hiy,fem_hiy_01261,いやあ、きのうお姉が釣ってきてくれたお魚おいしかったですねえ！　デパートで買うお刺身よりもおいしかったです！
shi,fem_shi_00669,ははは、この時期はイサキの旬だからな。６月のイサキは梅雨イサキと呼ばれるくらいで……まあ梅雨に入ってしまうと、今度は雨で釣りに行けなくなるんだが
shi,fem_shi_00670,久しぶりの釣りは楽しかった。昨日は雲一つない快晴だった。夏の三裂港の堤防に座ると、どこまでも続く太平洋が眼前に広がっていて、空と一体化できるんだ
shi,fem_shi_00671,さらに昨日、私は釣りの新たな喜びを知った。今まで私は釣果を独り占めしていた。自らの手で釣りあげた魚を自らの手で調理し自ら口にするのが釣りの喜びだ
shi,fem_shi_00672,しかし帰る家とそこで待つ人ができたことで、喜びを分かちあえできた。ひよりんの手で捌かれ、ひよりんと共に口にする魚の味はまた格別だった
shi,fem_shi_00673,愛する人の存在が、私の喜びを幸福にまで昇華してくれるとは……鯛も一人は美味からずとはこの事か。私は果報者だ……和泉家の食卓を囲めて幸せだ
shi,fem_shi_00674,ひよりんが喜んでくれるのなら、また釣りに行きたい。石鯛を狙ってしまおうかな？　三裂の少し手前の海に、深場まで狙えるいい岩場があるんだ
shi,fem_shi_00675,絶好の釣り場ではあるんだが、調子に乗って３時間も釣っていると足元が水浸しになるんだ。ただの海水なのに、膝まで浸かると歩いて帰るのが億劫でなあ……
shi,fem_shi_00676,和泉君も連れていってやりたいんだが、岩場を歩かせるのは、まださすがに不安だからなあ……
shi,fem_shi_00677,そうだな、この暑い炎天下に慣れない釣りへ連れていくのはよくなかった。また季節を改めて誘おう
hiy,fem_hiy_01262,いかに愛しの兄と言えどさすがに見苦しいのう。詩桜ねえ詩桜ねえ。こやつ、海とか船で先輩が声かけられないか心配していやがるんですよ
hiy,fem_hiy_01263,余裕ぶって先輩を送りだしたくせに、時間が経つにつれ不安で仕方なくなったに違いありません。はあーあちの兄の器はデミタスカップのように狭量だ！
shi,fem_shi_00678,外へ出るときは左の薬指に指輪を嵌めて出かけている
shi,fem_shi_00679,釣り人としてのマナーは守るが、釣り以外の目的で話しかけてくる相手や教えたがりからは、さっさと距離を置くようにしているよ。君を裏切りたくないからな
shi,fem_shi_00680,君が同行する場合を除いて、船には乗らないようにする。それでいいかな
hiy,fem_hiy_01264,はっきりしない兄だのう。男になりなされ
shi,fem_shi_00681,魔除けではなく、いつか君から贈られた本物が欲しいな
mir,fem_mir_00086,うーっす、おはよー！　ごめんね、朝ごはん食べてるとこ。お邪魔すんねー
hiy,fem_hiy_01265,あれまミリさん、どしました。久しぶりにお兄のお迎えですか
mir,fem_mir_00087,ん？　や、今日はお迎えじゃなくて、トモすけに連絡事項があって寄っただけ
hiy,fem_hiy_01266,お兄に用事……生徒会のお仕事かな？　てことは私も関係あったりします？　言うて私いま、正式な役員じゃないですけども
mir,fem_mir_00088,や、生徒会カンケーなくて。それとはまた別の話
mir,fem_mir_00089,あとしおぽよも。今日の昼休み付きあってよ
shi,fem_shi_00682,私もですか。私も生徒会の用件とは別……で、良いのでしょうか
mir,fem_mir_00090,そそ。早めに言っとかないと、二人だけの世界を探しに出かけちゃうかもしれないじゃん？
mir,fem_mir_00091,ま、二人が仲良くお昼食べるのは、うち的にぜんぜんアリなんですけどー。とりま詳しい話はお昼にするんでよろー
hiy,fem_hiy_01267,仲間はずれにされてしまった……
shi,fem_shi_00683,私の住所の問題でなければいいんだが
shi,fem_shi_00684,向こうの部屋はまだ借りたままだし、仕事をする際は使っているから、生活の実態はあるんだが……現実に住んでいるのはこの家だ
shi,fem_shi_00685,管理を担う側としては、居住人数などの面で色々と問題が生じるのかもしれない。実際、ご近所にどう思われているか不安ではあるしな
hiy,fem_hiy_01268,いやあお兄が怪我してたころは、お隣さんにも『なにかあれば言ってね』ってお声がけいただいたのでー……私が仕事で忙しいのも察していただいた上で
hiy,fem_hiy_01269,それ前提で『ガッコの先輩が助けにきてくださってるんですよー』と説明してあるので、ご近所の目に関しては大丈夫だと思いたいのですけどね
hiy,fem_hiy_01270,というかそんな面倒が生じるのであれば、住民票こっちへ移して、完全にお引っ越しされてはいかがです？
shi,fem_shi_00686,ひよりんの許しが得られるのであれば、来年中には……と、考えている
shi,fem_shi_00687,ただ、少し前であれば彼の介助という名目があったものの、正当な理由もないのに、生徒同士の同居を学園側がどう受けとめるかはわからないからなあ……
shi,fem_shi_00688,彼の内申はもちろん、先生方からの評価も下げたくない私としては、卒業をするまで現状維持が望ましいと考えている
hiy,fem_hiy_01271,詩桜先ぱ……お姉がそこまで考えてくれているのなら、私もその方針に乗っかろうと思います。ミリさんのお話がおうち関係であれば、また家族会議しましょう
shi,fem_shi_00689,和泉先生からメッセージが届いた。今朝、場所を伝えそこねていたらしい
shi,fem_shi_00690,生徒会室で話をしたいそうだ
shi,fem_shi_00691,今日は和泉先生に呼びだされているんだ。内容はわからないが、おそらく真面目な話をするらしい
kan,fem_kan_00180,えっあれっ！？　じゃあ生徒会室使えなかったりします？　詩桜先輩に紙芝居の絵を見てもらおうと思ってたんですけど……
ame,fem_ame_00062,えーっ！　今から行って学食の席空いてるかなー…えーん、できれば昼休みの前に教えておいて欲しかったー
shi,fem_shi_00692,ああいや、奥の会議室を使うから、生徒会室で昼食をとる分には問題ない。ただ、私と彼がご一緒できないというだけだ
shi,fem_shi_00693,常磐さんの絵は放課後に見させてもらう……いつもありがとう、感謝している
kan,fem_kan_00181,ありがとうと言われましても、与えられた業務をこなすのは生徒会の役員として当然ですし？
shi,fem_shi_00694,毎月１枚のペースに、一度も遅れることなく提出してくれている
kan,fem_kan_00182,ま、プロですし？
shi,fem_shi_00695,私の原稿はいつもギリギリだ。耳が痛いな
kan,fem_kan_00182_2,ただ詩桜先輩、話の内容的に、どうしても絵を増やしたい箇所があって……夏休みに入れば少し余裕が出てきそうですし、枚数増やしたら駄目ですか？
shi,fem_shi_00695_2,納期に間に合わせるだけではなく、追加までしてくれるのか。私はもちろん構わないよ
kan,fem_kan_00182_3,じゃあその件についても、あとで打ち合わせしましょっか
shi,fem_shi_00696,ではひと足先に向かわせてもらう。話の真面目具合によっては、あまり食事をする時間はなさそうだ……さあこう
shi,fem_shi_00697,常磐さんは本当に仕事ができる女だ……月末までに必ず１枚仕上げてくれるし、リテイクもほとんど無い
shi,fem_shi_00698,専門外の分野だから、言葉を選ぶよう心がけてはいるが……妥協はしていないつもりなんだがな
shi,fem_shi_00699,常磐さんの仕事の進め方を見ていると、集団の製作に慣れているなと度々思う。私はいつも一人で執筆しているから、色々と新鮮で楽しい
shi,fem_shi_00700,断る。少し恥ずかしい
shi,fem_shi_00701,今日完成すれば９枚目で、本来であれば残り３枚だが……常磐さんは枚数を追加したいと言っていた。進められる間に私は私の準備を進めておかなければ
shi,fem_shi_00702,断る。まだ恥ずかしい
shi,fem_shi_00703,君の前では堂々としていたいんだ。許してくれ
shi,fem_shi_00704,今はまだ怪我の後遺症があるだろうが……
shi,fem_shi_00705,君は肩を縮こまらせて歩く癖がある。もっと胸を張って歩いた方がいい
shi,fem_shi_00706,それと前のめりになって歩くのも、猫背を助長してよくないな。いや、怪我の影響もあるとは思うんだが
shi,fem_shi_00707,それは何故だろう
shi,fem_shi_00708,そうか、わかった。私は君が好きだ。生涯身を捧げて尽くすつもりでいる
shi,fem_shi_00709,私に相応しい男性になるため、自信を持って堂々としてもらいたい。君はこの私の恋人なんだ
shi,fem_shi_00710,ほう。それなら参考にしてもらいたい。練習なら付きあおう
shi,fem_shi_00711,姿勢を正すには筋肉も必要だ。何かスポーツをすればいい。武道なら尚いい。ただし、甘やかされない環境でな
shi,fem_shi_00712,待て待て私は優しいだろう。いつも甘やかしているじゃないか。君に対しては、すっかり牙の抜けた虎だ
shi,fem_shi_00713,情けない声を出すな、私の恋人だろう
mir,fem_mir_00092,へっへっへ、トモすけ～！　中間の結果、かなりよかったみたいじゃん。うち、明石っちから誉められちゃったんですけどー
mir,fem_mir_00093,そりゃー生徒会長がうちの従姉弟だなんてみんな知ってるし？　クラス替えのときも、お預かりしますねよろしくお願いしますねーって会話するよね
mir,fem_mir_00094,『志望校ちょっと不安なんですけどー』って言って面倒見てもらうようお願いしたけど『今のままなら心配いらないですよ』って言ってくれてさー
mir,fem_mir_00095,おっ！　なんだよ、テストの話してるときまでのろけちゃってさー。ま、しおぽよ呼んだのうちなんですけどー。二人の絆ヤバくなーい？
shi,fem_shi_00714,自宅療養中はつきっきりで勉強を教えられたのですが、今後はお互いの時間をどう確保するか考えていますっそ夏休み中は監禁するべきか……
mir,fem_mir_00096,真面目か。ゆーて二人っきりで勉強とか、閉じこもりきりだと逆に集中できないんじゃね！？　ぶっはマジうける！
shi,fem_shi_00715,いいえ、勉強中は恋人の顔など引っこめて一切の容赦をしません
mir,fem_mir_00097,真面目すぎてマジうける！
mir,fem_mir_00098,あ、や、じゃなくて。今日の話は別にあってー、中間の結果を踏まえてなんだけどさー
mir,fem_mir_00099,トモすけさ、今月の頭から指定校推薦の募集してるの知ってる？　ＨＲで伝えてあるはずなんだけど
mir,fem_mir_00100,いちお募集の期限は９月まであるっちゃあるけどさー。やる気を見せる意味合いもあるし、希望出すなら早めのがよくない？　って
mir,fem_mir_00101,土日祝と文化祭の振替休日抜いたらギリ１４日じゃん？
mir,fem_mir_00102,つか、欠席日数ゆーても厳密に『１４日！』ってわけじゃなくて、理由次第なとこあるよ？　入院しての欠席と遅刻が積み重なっての欠席じゃ扱い違うしさー
mir,fem_mir_00103,相手だって機械じゃないんだし、うちらの書いた推薦書読むんだからさー。そもそも駄目なら学園での選考の時点で落とすし、まずは希望出さなきゃじゃね？
mir,fem_mir_00104,つか、明石っちにもそれ聞かれてさー。志望校の枠があって、成績も基準に届いてて、生徒会長まで２期続けてやってんのに、希望しないんですかって
mir,fem_mir_00105,で、どーよ
shi,fem_shi_00716,私に推薦枠を取れる可能性があるなら『まだ』７兆分の１ｍｍくらいは私に相談をするのもわかるが、君の受験は君だけのものだろう
shi,fem_shi_00717,本気で合格するつもりがあるのなら、少しでも高い可能性にしがみつくべきだ。私が推薦を希望しないのは分の欠席日数の多さを理解しているからだ
shi,fem_shi_00718,それとも何か？　君は推薦枠で出願するよりも、私と同じ日に同じ会場で試験を受けた方が合格する可能性を高められるのか？　ははは愛の力は偉大だなあ
mir,fem_mir_00106,うん。だよね。トモすけが何を不安に思ってるのかちに言ってみ
mir,fem_mir_00107,うん
shi,fem_shi_00719,君が自分でそうすると決めたのなら、それについて私が異を唱える筈などないだろう。まあ、背中を押してやるくらいはするが
mir,fem_mir_00108,でもさ、トモすけ。うちのせいでさ、大好きなトモすけが、とれるはずだった推薦をとれなくなるのもキツいもんだよ？
mir,fem_mir_00109,うちはあとから巻きこまれたしおぽよと違って発端だからさ。自分のしたことが表に出たなら、自分でケツ拭くのは当然だと思ってるよ
mir,fem_mir_00110,トモすけをさ、道具扱いしたクソの仲間入りして、そんでトモすけの進路まで妨害したんじゃさ、今後どんな顔でトモすけと話せばいいかわかんないじゃん
mir,fem_mir_00111,発端は無理やりやらされたからかもしんないけど、この１年真面目に勉強して成績上げたのと、生徒会長の２期目に立候補したのはトモすけの力じゃん？
mir,fem_mir_00112,トモすけの努力は本物なんだからさ。自分の将来のために自分のことだけを考えてみてよ
mir,fem_mir_00113,頼むよ、トモすけ。うちだって、トモすけの推薦のためにくじ引きやったわけじゃないからさ。そこをいくら疑われても気にしないよ
mir,fem_mir_00114,みんな騙して当たりくじ仕込んだのは事実なんだしさ。それがバレたらきちんと頭下げて責任とるよ。ひよりんのことは、やっぱ言えないけど
mir,fem_mir_00115,トモすけが推薦とれたら、うちが騙して生徒会長やらせたことも、ほんのちょっとトモすけのためになったのかなって救われるからさ。ね、頼むよ
shi,fem_shi_00720,どうせ答えなど今の時点で決めているだろうに。１日分、和泉先生を苦しめるだけだぞ
mir,fem_mir_00116,ありがと、トモすけ。さんざん迷惑かけてごめんね
shi,fem_shi_00721,……とまあシリアスな話のあとになんですが、彼が推薦の希望を出したとしても、まず学園内選考を通らなければなりません
shi,fem_shi_00722,もし選ばれたとして、そのあとには難易度こそ下がりますが入試もあります。そこで落ちれば大惨事です
shi,fem_shi_00723,内定ではなく、正式な合格の通知をこの目で見るまでは、最後まで気を抜かず、彼を徹底的に鍛えるつもりでいます。私自身の受験もありますし
shi,fem_shi_00724,あとはお任せください。私も事の発端に関わった人間です。責任をもって彼をしごきます
mir,fem_mir_00117,おっ！　さすがしおぽよ、頼りになるじゃーんんないいカノジョ他にいないっしょ、やったモすけ！
shi,fem_shi_00725,思った以上に早く話が終わったし、さっさと昼食を済ませよう……まだみんなが食べ終わっていなければ合流できるんだが
mir,fem_mir_00118,ん？　うち？
shi,fem_shi_00726,私はお邪魔しない方がいいのかな？
shi,fem_shi_00727,思い出話でもするのかな。興味はあるが、二人きりにした方がより濃密な話になりそうだ。あとで詳しく内容を聞かせるように
mir,fem_mir_00119,で、なんだっけ。なんの話？　推薦か生徒会系？
mir,fem_mir_00120,大切にする理由ならさっき言ったじゃん。トモすけが大好きだからだよ
mir,fem_mir_00121,大げさじゃね？　家族を大切にするのってフツーじゃん？
mir,fem_mir_00122,あー……
mir,fem_mir_00123,あー、そっかー。そう受けとっちゃうと、今後なにかある度に、うちが謝りたい気持ちでいるんじゃないかってトモすけが一歩引いちゃうかー……
mir,fem_mir_00124,んー……まあこれも、うちが今回やらかしたことに対する責任の一環なのかな。トモすけに疑念抱かせちゃったっていう
mir,fem_mir_00125,まずさー、うちはトモすけとひよりんが大好きでこに理由とかって特にないんだけどー……
mir,fem_mir_00126,でも好きな理由はなくても、好きになった理由はあるんだよね。二人のこと
mir,fem_mir_00127,トモすけさ、ひばりさんとお父さんが亡くなってから後見人決まるまで、家のあれこれを自分でやろうとしてたみたいじゃん？
mir,fem_mir_00128,それもだし、お役所関係も。子どもなりに調べようとしてさ、葬儀の依頼も、色々な届け出も、お金の管理も、家の相続も
mir,fem_mir_00129,ひよりんのために何かしようとした結果でしょ、立派じゃん
mir,fem_mir_00130,両親亡くしたばっかで、悲しくて、身動きひとつとれなくても仕方ないのに、誰がそこまでできんの他に
mir,fem_mir_00131,うちら大人はさ、トモすけから全部を取りあげるんじゃなくて、たとえ一から十までお膳立てするとしても、その過程に関わらせてあげるべきだったんだよ
mir,fem_mir_00132,市役所連れてって座らせてるだけでもさ、ひばりさんたちのために何かしたっていう事実が必要なのに、トモすけはその機会を奪われたわけでしょ
mir,fem_mir_00133,それでもひねくれずに育って、立派だよ。長男として、男の子として、妹を守ろうとしたわけじゃん？
mir,fem_mir_00134,うちはその場にいなかったけど、あとでひよりんから話を聞いて、トモすけは立派にお兄ちゃんしてると思った。それでトモすけが大好きになった
mir,fem_mir_00135,ごめんね
mir,fem_mir_00136,じゃなくてさ。なんでうちらの一つ上の代の大人たちがピリピリしてたのかって話
mir,fem_mir_00137,うちも自分の親だから悪く言いたくないんだけどさも、あのころみんながおかしかったのには理由って
mir,fem_mir_00138,うちの両親がマンションに住んでるのは知ってるっしょ？　賃貸なんだけど
mir,fem_mir_00139,トモすけは感覚としてまだわからないだろうけど、持ち家っていうのは、家庭を持つ人間にとってはけっこう憧れなわけよ
mir,fem_mir_00140,うん。後見人になれば二人といっしょに一軒家で暮らせるから、なんとか親戚の中でイニシアチブとろうと、うちのパパ張りきっちゃってさ
mir,fem_mir_00141,ママも窘めてはいたけど、止めはしなかったから、心のどこかで一軒家に対する憧れはあったんだと思う
mir,fem_mir_00142,うちは、パパたちがその話してるの聞く度に、なんか違うんじゃないかと思ってさー……でも１回それ言ったら大喧嘩になっちゃって
mir,fem_mir_00143,やっぱ家帰って毎日喧嘩すんのも嫌だしさ、それ以上はうちも口挟まないようにしちゃって。ごめんね
mir,fem_mir_00144,それと、ただでさえ親戚に不信感抱いてるトモすけに、こんな話を聞かせてごめん
mir,fem_mir_00145,で、なにもしないまま、ママから話だけときどき聞いてたんだけど、しばらくしてひよりんのブチギレ事件でしょ。そうなるよねって思ったよね
mir,fem_mir_00146,それ聞いて二人のためになにかできないかなって考えたけど、ゆーて学生のうちができることなんてたかがしれてるしなー……なんて悩んだりしてさ
mir,fem_mir_00147,したら、ひよりんのマネージャーさんから連絡きて、うちに後見人お願いしたいってひよりんのご指名でしょ？　二つ返事で引きうけたわ
mir,fem_mir_00148,二人とは年に１回会うか会わないか程度の親戚付きあいだったけどさ。ま、そのころには完全保護者目線になってたね
mir,fem_mir_00149,二人が自立するまで面倒見て、ひばりさんたちが遺してくれた財産は、庭の砂一粒に至るまで誰にも手をつけさせないで二人に受けつがせよう。そう決めたわけ
mir,fem_mir_00150,まあだからー……生徒会長の件とは別で、トモすけに謝りたい気持ちは昔からずっとあったよ。もっとパパに強く言ってればなーとか、いろいろ
mir,fem_mir_00151,ま！　今では長いこと見守ってきた愛情で充分おなかいっぱいだけどね。つかうち、二人のことぎゃん好きじゃん？
mir,fem_mir_00152,トモすけもひよりんも、ひばりさんたちの残してくれたものを守るために戦ったって話を、それぞれから聞いてるよ
mir,fem_mir_00153,一回り下にそんな家族がいたらさ、うちにできるこ部して面倒見るに決まってんじゃん。おけまる？
mir,fem_mir_00154,ちなみにさ、うちが後見人になってすぐ、トモすけと会ったときの会話覚えてる？
mir,fem_mir_00155,ま、トモすけめっちゃもじもじしてたかんねちの名前も覚えてなかったしさ
mir,fem_mir_00156,うちが『うちのこと誰か覚えてる？』って聞いたとき、自分がなんて答えたかわかる？
mir,fem_mir_00157,当時のトモすけの答えは、うちから目を逸らして顔真っ赤にしながら――『うちのこと誰か覚えてる？』って質問に対しての答えは
mir,fem_mir_00158,『親戚の一番綺麗なお姉ちゃん』
mir,fem_mir_00159,つか、なに顔赤くしてんの？　相変わらずかわいい反応しちゃってさー。なーんだよ、照れんなって！
mir,fem_mir_00160,ひよりん、めっちゃ不満そうな顔してたわ。うちが帰るときまで拗ねてた
mir,fem_mir_00161,ゆーてうちも、子どものころのトモすけ相手にさょっとだけ胸がきゅーってなっちゃったよね
mir,fem_mir_00162,いま真正面から目合わせて同じこと言えたら、うち落ちるかもよ？　ま、しおぽよいるからダメなんだけどねー！
hiy,fem_hiy_01272,私の場合、あらかじめ起床時間にバッファーをもたせて部屋を訪れ、甘やかします。あと５分寝てて良いよちよち
shi,fem_shi_00728,なるほど、参考になる……彼を甘やかすことにかけて、やはりひよりんの右に出る者はいないな
hiy,fem_hiy_01273,『お兄を甘やかし王』の称号は、この和泉妃愛に対して最高の誉め言葉……いいでしょう、詩桜先輩もまとめて甘やかしてさしあげます
shi,fem_shi_00729,な、なにっ！？　ひよりんが私を甘やかしてくれるだと……？　おい起きろ、ひよりんが私を甘やかしてくれるんだぞ。この歴史的瞬間を見届けてくれないか！
obc,fem_obc_00001,あら詩桜ちゃんにトモちゃん！　遊びに来てくれたの？
shi,fem_shi_00730,ええ、遊びに来たというよりかは、いちファンの常連客としてですが……お邪魔します。今年も盛況のようで何より
shi,fem_shi_00731,今年もお手伝いしたかったのですが、お力になれず残念です
obc,fem_obc_00002,あら、いいのよお！　今年は二人とも受験勉強で忙しいものねえ。遊びに来てくれただけで充分よ
obc,fem_obc_00003,今年は息子が張り切っちゃって、何から何まで手配してくれてねえ。うちの孫もアルバイトしたいって言うし、だから大丈夫よ
shi,fem_shi_00732,そうですか……ええ、ご家族のご協力まで得られるのなら、ひと安心です。本当に良かった
obc,fem_obc_00004,愛媛なんて遠い場所に住んでると、なかなか孫の顔も見られないからねえ。私もおじいさんも千玉へ来るのが楽しみなんだよ
obc,fem_obc_00005,私のお店なんて趣味でやってるようなものだけど、こっちへ来ると、こんなに沢山の人に喜んでもらえてねえ。まだまだがんばろうって気持ちにさせられるよ
obc,fem_obc_00006,これも全部トモちゃんのお陰だねえ。ありがとうねえ
shi,fem_shi_00733,いや、君のお陰だろう。私はほぼ毎日通っていたから知っているが、君の宣伝があるまで１時間に１人か２人のお客さんだったからな
shi,fem_shi_00734,評判とリピート客はお店の力だろう。けれど集客は君のお陰だと言っている
shi,fem_shi_00735,君の１回の行動が、これだけの客を集めて２度目のオープンにも繋がったんだ。君自身の目でよく確かめてもらいたい
kya,fem_kya_00001,あ、あのっ、去年ここで働いてた店員さんですか、店員さんのファンで……！
shi,fem_shi_00736,ん？　ああ、ありがとう……ただ今年は店員ではなく、ただの客として……そう、今年はここでアルバイトをする予定はないんだ
obc,fem_obc_00007,あらあら、それじゃあゆっくりしていってねえ。２人で仲良くね、にやにや
shi,fem_shi_00737,ん、アメリのインちゅたに……
shi,fem_shi_00738,二人とも忙しいだろうに、ありがたい話だ。初日の宣伝効果は大きいからな
shi,fem_shi_00739,万が一、欠員が出た場合に備えて昨年の服を用意しておいたんだが……必要なかったな
shi,fem_shi_00740,もしかすると、あの服の出番はもう二度とないのかもな。それはそれで残念だ
shi,fem_shi_00741,うーん……寂しくないと言えば嘘になる。知人の力になれればという気持ちもあるが、それ以上にあの店の手伝いは君との思い出だからな
shi,fem_shi_00742,手伝ったところで何かが起こるわけでもないし、大体私と君は既に付きあっているのだから、今さら胸をときめかせるような出来事には期待してないんだが……
